Sp_Class,u_mag,g_mag,r_mag,i_mag,z_mag,RA,Dec
DA_auto,19.7,19.402,19.632,19.859,19.997,184.205.258,55.640.609
DA_auto,17.895,17.371,17.269,17.241,17.255,184.255.804,6.406.746
DA,19.963,19.58,19.536,19.601,19.653,184.262.403,134.619
DA_auto,20.63,20.126,20.35,20.675,20.826,184.270.876,52.796.764
DA_auto,18.569,18.66,19.071,19.407,19.695,184.286.401,51.675.274
DA_auto,18.992,18.564,18.812,18.968,19.209,184.324.587,6.013.725
DA_auto,17.757,18.057,18.553,18.895,19.221,184.380.955,61.089.186
DA,19.229,18.698,18.535,18.486,18.492,184.428.523,67.572.465
DAO,15.712,16.186,16.755,17.099,17.503,184.429.642,62.521.746
DB,18.369,18.496,18.786,19.115,19.289,184.477.556,-2.723.171
DA_auto,17.57,17.476,17.786,18.062,18.342,184.478.908,564.152
DA_auto,16.078,16.475,17.066,17.42,17.742,184.484.137,2.179.576
DA_auto,19.573,19.15,19.089,19.117,19.205,18.453.267,53.380.551
DA_auto,20.537,20.155,20.301,20.526,20.421,184.565.658,63.240.209
DA,18.949,18.506,18.62,18.758,18.968,184.627.848,704.494
DA,18.764,18.815,19.192,19.475,19.713,184.680.379,-704.855
DC:,20.647,20.351,20.33,20.342,20.19,184.710.439,54.345.434
DA_auto,19.536,19.066,19.059,19.134,19.187,18.473.703,42.522.144
DA_auto,20.174,20.011,20.379,20.626,20.946,184.785.603,51.754.132
DA_auto,19.746,19.318,19.521,19.733,19.97,184.792.475,4.146.401
DA_auto,17.771,17.614,17.945,18.203,18.55,184.797.529,65.970.463
DA,18.848,19.17,19.598,19.982,20.149,184.852.967,68.186.987
DA_auto,20.563,20.198,20.447,20.733,21.237,184.882.222,56.524.544
DA_auto,18.716,18.252,18.284,18.494,18.724,184.891.899,12.739.099
DA,18.459,18.315,18.624,18.905,19.135,184.930.109,68.608.741
DA_auto,18.831,18.409,18.653,18.835,19.127,185.025.828,5.6281
DA_auto,19.305,18.855,18.668,18.629,18.719,185.029.399,2.321.216
DA+M,20.818,20.273,19.958,18.924,18.284,18.503.172,63.274.607
DA_auto,18.189,17.709,17.475,17.408,17.503,185.075.139,44.240.082
DA_auto,19.451,19.309,19.568,19.939,19.989,18.508.497,48.576.188
DA,19.239,18.833,18.881,18.916,19.099,185.086.332,732.931
DA_auto,18.478,18.097,18.048,18.089,18.201,185.087.222,46.165.154
DA_auto,19.547,19.104,19.113,19.082,19.325,185.110.171,12.211.855
DA+M,18.738,18.184,17.426,16.803,16.419,185.154.442,4.939.284
DA_auto,19.535,19.18,19.181,19.199,19.375,185.156.745,1.998.045
DA,19.505,19.257,19.554,19.815,20.059,185.166.554,-382.995
DA_auto,20.749,20.339,20.475,20.545,20.676,185.235.987,6.353.083
DA+M,15.82,16.128,16.509,16.28,15.91,185.272.271,49.455.701
DA_auto,17.801,18.227,18.718,19.041,19.566,185.297.393,11.402.242
DB:,20.271,20.288,20.555,20.715,20.986,185.305.402,42.107.105
DA_auto,19.511,19.007,18.927,18.896,18.924,185.323.254,61.663.025
DA_auto,19.68,19.675,20.087,20.366,20.61,18.534.161,5.256.406
DA_auto,18.134,17.687,17.748,17.84,17.977,185.346.373,62.421.249
DA_auto,19.017,18.663,18.549,18.526,18.613,185.365.294,53.349.627
DA_auto,19.323,18.965,18.862,18.948,18.936,185.409.484,42.992.537
DA_auto,18.991,18.542,18.488,18.545,18.645,185.415.789,2.110.629
DA,19.22,19.015,19.242,19.472,19.745,185.428.104,67.199.353
DA_auto,18.676,18.324,18.369,18.524,18.728,185.433.254,59.129.945
DA_auto,18.695,18.262,18.326,18.463,18.654,185.478.474,-3.410.187
DA,18.805,18.354,18.277,18.273,18.32,185.482.587,66.927.518
DZ:,19.998,19.672,19.781,19.875,19.892,185.518.631,63.731.883
DA+M,19.533,19.062,18.294,17.83,17.606,185.535.329,9.568.407
DAH,20.555,20.264,20.5,20.663,21.173,185.539.311,259.462
DA_auto,20.057,19.661,19.68,19.784,19.913,185.582.476,63.596.199
DA_auto,17.791,17.348,17.471,17.578,17.816,185.601.339,58.798.635
DA_auto,17.156,16.749,16.825,17.027,17.341,185.623.234,-2.725.716
DA_auto,19.284,19.139,19.447,19.679,19.948,185.630.003,-2.823.356
DA_auto,19.604,19.238,19.3,19.414,19.9,185.633.129,63.163.228
DB,17.947,18.1,18.463,18.724,19.021,185.671.968,-60.401
DAH,19.108,18.721,18.722,18.794,18.975,185.704.738,4.819.254
DA,19.579,19.931,20.392,20.661,20.579,185.729.195,679.705
DA_auto,20.557,20.081,20.422,20.597,20.882,185.740.209,4.314.677
DA_auto,17.682,17.691,18.051,18.346,18.609,185.744.756,9.786.558
DB,18.403,18.51,18.864,19.116,19.36,185.747.515,50.612.564
DC:,18.908,18.837,18.995,19.15,19.428,185.764.358,5.621.515
DB,18.838,18.979,19.359,19.62,19.994,185.809.412,43.835.887
DA_auto,19.642,19.22,19.132,19.083,19.156,185.832.635,7.063.306
DA_auto,16.887,16.926,17.285,17.63,17.893,185.900.841,41.378.518
DA_auto,18.299,18.525,18.893,19.238,19.669,185.903.857,53.474.975
DA+M,18.414,17.906,18.057,17.91,17.57,185.915.038,-942.009
DA_auto,18.287,17.91,18.24,18.413,18.723,18.603.601,56.664.277
DA,19.074,18.849,19.137,19.417,19.757,186.134.772,-134.955
DA,18.412,18.588,19.009,19.327,19.475,186.209.453,604.872
DB:,18.966,18.986,19.236,19.411,19.716,186.359.282,62.264.587
DA,20.714,20.262,20.462,20.685,20.765,186.410.652,-1.040.657
DA_auto,20.81,20.495,20.424,20.613,20.797,18.641.609,57.294.532
DA_auto,19.195,18.785,18.882,19.086,19.175,186.477.387,65.647.388
DA,20.095,20.149,20.466,20.752,20.911,186.543.139,-619.726
DA_auto,19.736,19.347,19.588,19.803,20.103,186.581.998,58.402.952
DA,20.067,20.333,20.371,20.174,19.766,186.608.082,450.058
DA:,20.673,20.36,20.566,20.681,20.707,186.692.953,56.624.107
DA_auto,17.137,16.805,17.058,17.297,17.609,186.709.965,42.216.333
DA_auto,20.571,20.479,20.798,21.157,21.635,186.726.166,6.139.274
DA_auto,18.758,18.224,18.274,18.392,18.539,186.825.708,53.696.941
DA_auto,16.948,17.242,17.758,18.111,18.348,186.845.196,2.252.063
DC,18.933,18.562,18.605,18.68,18.77,186.849.956,-721.194
DA_auto,18.717,18.346,18.53,18.719,19.009,186.850.067,58.638.078
DA_auto,18.617,18.145,18.1,18.118,18.175,186.872.438,4.706.482
DZ,18.906,18.225,18.14,18.26,18.44,186.889.298,63.508.217
DA+M:,19.903,19.677,19.93,20.203,20.488,186.935.969,58.677.526
DA+M,20.867,20.118,19.22,18.635,18.203,186.969.668,-1.848.079
DA_auto,19.557,18.937,18.779,18.728,18.774,1.869.959,12.680.868
DB,19.821,19.98,20.326,20.59,20.705,187.013.349,55.060.944
DA,19.931,19.696,19.829,20.051,20.396,187.060.333,53.050.061
DA_auto,20.044,19.6,19.734,19.885,19.93,18.709.515,54.464.699
DA_auto,18.895,18.426,18.416,18.511,18.626,18.712.518,13.289.906
DA_auto,17.561,16.979,16.844,16.843,16.943,187.126.125,12.943.164
DA_auto,19.379,18.911,18.925,18.999,19.189,187.167.304,46.456.238
DA,18.786,18.403,18.446,18.515,18.667,187.212.981,-2.363.545
DB,19.026,19.09,19.395,19.692,19.901,187.247.514,10.388.878
DA_auto,16.218,16.249,16.597,16.911,17.178,187.249.704,10.675.837
DC,19.321,18.814,18.651,18.677,18.72,187.293.302,5.079.337
DA_auto,20.593,20.245,20.47,20.673,21.146,187.295.161,57.404.858
DA,19.697,19.236,19.412,19.624,19.626,187.354.981,52.635
DA_auto,20.414,19.977,20.194,20.367,20.353,18.736.832,6.362.251
DZ:,20.138,20.11,20.247,20.495,20.571,187.371.022,42.904.024
DA_auto,19.323,18.981,18.984,19.013,19.059,187.399.641,58.089.813
DA,18.945,18.834,19.144,19.45,19.724,187.428.524,-277.131
DA,20.388,20.358,20.687,20.985,21.027,187.440.192,730.394
DZ,19.434,19.244,19.336,19.46,19.751,18.747.156,51.490.352
DBA,18.734,19.074,19.391,19.587,19.854,187.494.656,1.030.474
DA,17.811,17.367,17.568,17.84,18.055,187.496.754,-287.373
DA_auto,19.449,19.012,18.987,19.042,19.093,187.530.069,3.648.901
DA_auto,18.87,18.424,18.519,18.629,18.742,187.539.681,1.907.033
DA_auto,20.798,20.318,20.45,20.735,21.023,187.580.926,60.069.336
DA:,20.852,20.433,20.43,20.518,20.897,187.588.801,-1.182.829
DA+M,19.907,19.774,19.684,19.039,18.476,187.615.192,53.889.869
DC:,19.497,19.107,19.057,19.104,19.167,187.625.983,67.883.216
DB,18.664,18.641,18.917,19.078,19.335,187.636.466,44.624.966
DBA,18.78,18.872,19.154,19.454,19.694,187.637.306,4.768.886
DA,18.977,18.708,19.008,19.28,19.805,187.639.501,-1.261.674
DA_auto,19.366,18.983,18.983,19.028,19.154,187.652.159,6.011.275
DA_auto,19.582,19.401,19.728,20.089,20.11,187.689.622,5.873.747
DB,18.492,18.582,18.859,19.092,19.324,187.714.664,53.456.098
DA_auto,20.394,20.016,20.158,20.41,20.362,187.793.087,62.172.115
DA_auto,18.366,18.554,18.932,19.281,19.552,187.824.478,11.460.039
DA_auto,18.756,18.338,18.402,18.599,18.661,187.833.468,47.723.065
DA_auto,19.265,19.063,19.409,19.657,19.949,187.841.816,50.501.822
DA:,19.86,20.059,20.288,20.223,20.3,187.863.114,692.493
DA+M,19.386,18.662,18.189,17.076,16.267,187.915.846,-3.166.786
DA_auto,19.358,18.958,18.867,18.897,18.933,187.925.543,6.172.252
DA_auto,17.871,17.455,17.458,17.482,17.602,187.932.475,5.532.046
DA,20.306,20.28,20.596,20.956,21.048,187.937.361,56.010.734
DA,18.681,18.362,18.619,18.886,19.09,187.937.476,-2.337.057
DA_auto,17.902,18.128,18.62,18.914,19.402,187.965.825,61.503.862
DA+M,18.52,18.049,17.965,17.315,16.765,187.970.664,55.590.414
DA,17.601,17.863,18.281,18.455,18.511,18.799.794,67.155.253
DA_auto,19.224,18.843,18.837,18.831,18.917,188.017.508,52.430.076
DA_auto,16.756,16.501,16.807,17.079,17.4,188.047.979,57.786.466
DB,19.791,19.835,20.058,20.292,20.611,188.074.676,5.809.816
DB,18.065,18.213,18.531,18.794,19.077,188.126.708,3.843.548
DA_auto,20.09,19.644,19.8,20.012,20.283,188.127.155,43.954.878
DA_auto,19.346,18.899,18.94,19.017,19.118,188.131.889,5.591.578
DA+M,18.797,18.762,19.042,18.646,18.304,188.142.016,60.274.985
DA+M,20.217,19.489,18.652,18.031,17.65,18.814.827,59.340.827
DA_auto,20.083,19.7,19.775,20.047,20.303,188.158.724,51.478.734
DC:,18.51,18.436,18.58,18.816,18.949,188.161.386,4.972.339
DA_auto,19.016,18.505,18.545,18.627,18.738,188.191.315,55.181.567
DA,19.158,19.349,19.837,20.192,20.561,188.245.403,107.687
DA_auto,18.994,18.599,18.719,18.84,19.031,188.344.361,63.442.079
DA,17.435,17.015,17.062,17.139,17.349,188.350.104,6.775.823
DA_auto,17.404,16.936,16.931,16.975,17.053,188.373.677,60.148.552
DBA,18.058,18.056,18.342,18.54,18.762,188.421.503,45.278.552
DB:,20.4,20.417,20.641,20.883,20.937,188.439.682,57.062.211
DA,19.523,19.032,19.058,19.291,19.859,188.459.071,-2.235.607
DA+M:,17.164,17.351,17.776,17.948,17.83,188.528.615,44.520.908
DA,18.203,17.865,18.222,18.432,18.703,188.543.196,-2.467.445
DA_auto,16.847,16.467,16.737,16.952,17.224,188.545.763,58.137.652
DAH+DA:,17.846,17.382,17.323,17.36,17.49,188.558.793,12.808.218
DC:,20.608,20.381,20.418,20.473,20.724,188.574.051,52.145.944
DA_auto,18.569,17.963,17.816,17.814,17.787,188.605.792,60.750.957
DB,18.432,18.518,18.816,19.017,19.284,188.613.455,3.650.087
DBAZ,18.28,18.25,18.458,18.686,18.875,188.635.943,56.111.972
DA,18.432,18.907,19.519,19.88,20.455,188.654.952,66.726.811
DA_auto,17.909,17.445,17.363,17.297,17.353,188.703.778,5.788.398
DA,18.634,18.21,18.266,18.385,18.514,18.872.033,-638.709
DA_auto,18.386,17.93,17.851,17.829,17.876,188.722.291,49.191.091
DZ,18.192,17.983,18.012,18.128,18.315,188.733.142,-3.513.099
DA,19.035,19.242,19.649,19.97,20.318,188.757.712,-1.801.693
DA_auto,20.53,20.422,20.882,20.994,21.071,188.791.464,61.580.108
DA_auto,18.581,18.541,18.874,19.178,19.355,188.794.399,4.900.004
DA_auto,19.387,18.872,18.961,19.101,19.25,188.802.096,9.244.783
DA_auto,17.489,17.039,17.028,17.073,17.152,188.815.399,55.055.013
DA_auto,17.927,18.329,18.867,19.237,19.545,188.829.456,57.997.115
DA_auto,19.94,19.717,20.103,20.334,20.3,188.838.422,52.637.077
DB:,18.657,19.157,19.651,20.029,20.37,18.885.121,-1.263.167
DA_auto,20.376,20.057,20.158,20.369,20.611,188.852.462,61.832.698
DA_auto,17.941,18.119,18.529,18.856,19.191,188.882.099,64.626.283
DA_auto,17.296,16.897,17.094,17.303,17.57,188.923.401,52.103.306
DB,19.277,19.337,19.635,19.892,19.924,188.934.863,62.570.682
DA_auto,19.613,19.198,19.429,19.664,19.846,18.893.724,62.773.476
DA_auto,20.545,20.114,20.066,20.089,20.022,188.973.696,61.469.139
DA_auto,20.007,20.037,20.456,20.81,21.573,189.019.757,5.257.754
DA,18.043,18.194,18.675,18.987,19.275,189.069.782,64.596
DA,19.262,19.064,19.336,19.555,19.709,189.276.005,-267.764
DA_auto,19.281,18.826,18.76,18.772,18.907,189.279.825,9.225.868
DA_auto,20.08,19.986,20.386,20.646,20.746,189.312.862,468.808
DA,19.736,19.55,19.898,20.079,20.383,189.321.114,-650.057
DA_auto,20.211,19.701,19.636,19.742,19.915,189.327.905,55.875.704
DA_auto,17.74,17.852,18.306,18.593,18.963,189.349.277,5.169.152
DA_auto,19.836,19.419,19.676,19.693,19.984,189.369.144,54.033.031
DA_auto,18.738,18.556,19.024,19.238,19.662,189.369.337,49.217.413
DA_auto,19.124,18.861,19.121,19.411,19.734,189.386.231,6.058.434
DB,18.886,18.863,19.161,19.408,19.628,189.398.056,60.475.849
DA_auto,19.469,18.921,18.763,18.685,18.733,189.401.481,10.008.119
DA_auto,20.608,20.277,20.323,20.302,20.724,189.440.343,5.785.564
DA_auto,19.253,19.323,19.757,20.052,20.374,189.442.144,46.073.987
DA+M,19.084,18.607,18.424,17.668,17.059,189.455.144,6.172.885
DB,18.618,18.84,19.314,19.619,19.957,189.460.269,892.391
DB,19.469,19.716,19.921,20.225,20.493,189.493.588,52.846.046
DA+M:,20.471,20.057,20.289,20.526,20.882,189.505.057,1.019.081
DA_auto,19.331,18.836,18.967,19.132,19.293,189.537.965,2.426.815
DA,19.552,19.484,19.8,20.106,20.65,189.555.948,-2.032.104
DA,19.311,18.884,18.878,18.942,19.055,189.582.364,880.089
DA_auto,19.907,19.956,20.342,20.839,22.363,189.591.758,62.657.633
DA_auto,20.164,19.674,19.789,20.015,20.28,189.595.613,5.635.477
DA+M,17.035,17.406,17.751,17.749,17.493,189.651.443,-678.416
DA+M,17.035,17.406,17.751,17.749,17.493,189.651.443,-678.416
DA,19.159,18.843,19.079,19.369,19.669,189.653.067,-1.660.038
DA_auto,19.459,18.896,19.045,19.183,19.335,189.691.562,47.964.882
DA_auto,17.852,17.376,17.236,17.251,17.372,189.699.376,51.368.731
DB,19.293,19.367,19.552,19.79,19.93,189.714.077,58.419.984
DA_auto,17.862,17.986,18.41,18.712,18.965,189.741.343,12.940.059
DA+M,17.051,16.987,17.127,16.712,16.261,189.762.221,65.826.276
DA,18.928,19.073,19.486,19.773,20.133,189.792.398,-1.001.484
DA_auto,18.913,18.532,18.849,19.081,19.352,189.819.259,50.449.223
DA+M,19.565,19.273,19.212,18.397,17.773,189.843.053,930.228
DA+M,19.565,19.273,19.212,18.397,17.773,189.843.053,930.228
DA_auto,20.076,19.694,20.003,20.261,20.472,189.844.559,54.864.839
DA_auto,19.084,18.727,19.034,19.288,19.606,189.890.348,55.994.141
DA+M,19.819,19.388,19.473,19.056,18.642,189.925.553,4.851.056
DZ,18.579,18.214,18.237,18.381,18.544,190.026.477,-616.914
DA_auto,19.68,19.039,19.06,19.102,19.274,190.152.863,45.347.162
DA+M,20.733,20.463,19.937,19.071,18.621,19.018.199,61.531.167
DA_auto,18.228,18.142,18.577,18.868,19.26,190.193.371,57.538.562
DA_auto,19.451,19.049,19.016,19.028,19.165,190.199.134,63.097.878
DA+M,18.095,17.803,17.876,17.239,16.694,190.228.419,43.678.745
DB,18.784,18.963,19.229,19.561,19.775,190.244.396,53.439.892
DA_auto,19.069,18.683,18.867,19.063,19.24,190.254.102,468.239
DA_auto,19.316,18.854,18.926,18.992,19.248,19.025.569,62.648.687
DA_auto,17.702,17.289,17.37,17.489,17.625,190.289.567,54.131.704
DB,17.026,17.123,17.333,17.552,17.807,190.304.122,12.437.151
DA_auto,18.64,18.485,18.827,19.127,19.434,190.327.146,47.782.891
DA_auto,18.217,18.585,18.957,19.406,19.795,190.392.567,42.357.474
DA,19.69,19.331,19.554,19.798,20.114,190.423.089,-3.050.738
DA_auto,20.951,20.401,20.324,20.404,20.579,190.430.729,63.252.562
DA_auto,17.562,17.163,17.226,17.314,17.474,190.439.631,47.105.973
DA_auto,19.732,19.351,19.579,19.782,20.001,190.522.421,5.064.111
DC:,19.608,19.273,19.278,19.384,19.467,190.532.292,63.300.597
DA+M,19.372,18.668,17.939,17.567,17.26,1.905.676,6.414.994
DA:,20.891,20.39,20.474,20.515,20.782,190.614.918,61.450.297
DA_auto,20.718,20.386,20.681,20.841,21.336,190.640.624,47.300.433
DA_auto,19.295,19.495,19.908,20.214,20.383,19.064.423,42.851.492
DA_auto,19.61,19.085,18.948,18.938,18.893,19.066.169,61.355.322
DA_auto,19.309,19.098,19.372,19.61,19.855,190.674.928,5.540.748
DA+M,19.657,19.296,19.44,18.948,18.271,190.727.598,45.116.273
DA_auto,19.519,19.112,19.238,19.407,19.594,190.735.365,43.219.746
DB,18.507,18.519,18.921,19.183,19.389,190.768.018,50.157.946
DA_auto,19.672,19.582,19.8,20.129,20.518,190.788.698,56.332.565
DC:,19.467,19.077,19.043,19.056,19.176,190.795.149,61.535.545
DA,18.606,18.657,19.071,19.371,19.733,190.871.424,67.708.414
DA_auto,20.224,20.12,20.542,20.789,21.155,190.879.472,6.334.585
DC,19.251,18.779,18.623,18.605,18.564,190.891.102,3.293.646
DA_auto,18.258,17.867,18.047,18.261,18.575,19.092.195,62.810.074
DA,17.202,16.864,17.093,17.298,17.595,190.923.847,48.092.946
DA_auto,20.252,20.195,20.591,20.827,20.797,190.936.931,50.265.784
DA_auto,20.046,19.973,20.34,20.594,20.98,190.990.307,46.286.548
DA_auto,16.589,16.846,17.3,17.698,18.087,191.031.942,58.397.746
DA_auto,18.427,18.407,18.748,19.105,19.375,191.089.583,5.204.025
DA_auto,20.266,19.87,19.971,20.063,20.237,191.114.051,4.997.102
DA_auto,18.653,18.201,18.305,18.41,18.559,191.114.959,5.767.594
DA_auto,20.759,20.465,20.457,20.744,21.04,191.118.532,63.651.581
DA_auto,19.637,19.576,19.967,20.229,20.542,191.160.234,41.763.287
DA,18.791,18.392,18.512,18.674,18.818,191.161.696,-2.352.099
DA_auto,19.746,19.385,19.566,19.781,20.104,191.165.152,55.961.792
DB,19.884,20.016,20.293,20.574,20.653,191.176.908,59.700.385
DA,20.311,19.864,20.098,20.377,20.816,191.211.669,-2.970.904
DB,19.867,19.836,20.114,20.307,20.649,191.214.072,-179.376
DA_auto,18.331,18.7,19.173,19.446,19.736,1.912.298,4.039.073
DA_auto,20.143,19.918,20.321,20.487,20.504,191.285.341,59.264.383
DA,18.404,18.016,18.234,18.473,18.693,191.317.874,2.220.694
DA_auto,19.034,19.113,19.528,19.797,19.967,191.351.302,58.713.594
DA_auto,19.274,18.782,18.659,18.675,18.831,191.454.685,5.222.863
DA,19.374,19.758,20.254,20.685,21.511,191.457.797,-2.984.546
DA_auto,19.983,19.67,20.018,20.285,20.299,191.619.142,14.631.981
DA,19.269,18.915,19.003,19.146,19.377,191.637.873,43.129.938
DA_auto,20.512,20.308,20.112,20.049,19.962,191.649.656,63.490.994
DA_auto,18.682,18.283,18.471,18.637,18.868,191.708.623,44.040.966
DBAZ,16.342,16.418,16.716,16.981,17.215,191.763.672,49.573.236
DA,19.523,19.36,19.703,19.971,20.222,19.179.094,925.819
DC:,20.709,20.318,20.312,20.383,20.194,191.852.644,62.891.441
DA_auto,18.655,18.759,19.203,19.482,19.801,191.863.651,64.372.593
DA_auto,18.733,18.274,18.474,18.596,19.025,191.883.905,52.529.074
DB,18.956,19.088,19.355,19.69,20.159,191.944.876,47.097.449
DA,17.481,16.958,16.783,16.78,16.791,191.953.709,-1.186.105
DB,19.098,19.268,19.526,19.76,19.83,192.021.855,51.975.083
DAH,18.404,17.928,17.714,17.716,17.792,192.026.579,4.107.421
DA_auto,18.366,17.956,17.962,18.103,18.195,192.031.136,4.663.294
DA_auto,19.816,19.353,19.524,19.672,20.024,192.076.772,60.991.439
DA,19.277,18.828,18.855,18.922,19.032,192.107.847,-3.203.286
DA:+M,20.548,19.498,18.446,17.693,17.293,192.132.461,43.888.434
DA_auto,17.862,17.669,17.926,18.194,18.447,192.153.477,4.366.219
DA_auto,20.083,19.748,20.015,20.294,20.655,192.168.092,54.290.619
DAH,18.695,18.42,18.628,18.876,19.198,192.213.809,-2.490.202
DB,18.65,18.832,19.175,19.428,19.67,192.228.862,1.985.736
DA_auto,18.205,18.552,18.997,19.41,19.76,192.278.763,43.428.626
DA_auto,16.937,16.854,17.209,17.53,17.778,192.301.319,44.495.999
DA_auto,19.598,19.221,19.106,19.132,19.297,192.308.372,4.036.274
DA,19.726,19.71,20.163,20.469,20.699,192.333.712,319.889
DA_auto,16.974,16.709,17.002,17.232,17.522,192.334.672,5.526.851
DA_auto,19.573,19.36,19.755,19.979,20.153,192.348.165,44.338.059
DA_auto,18.974,18.547,18.68,18.855,18.977,192.352.038,4.369.058
DA_auto,19.077,19.048,19.431,19.713,19.95,19.240.085,43.519.743
DA_auto,18.548,18.165,18.254,18.309,18.41,192.436.082,60.312.353
DA_auto,20.546,20.173,20.51,20.737,20.902,192.451.785,47.830.341
DA,19.469,19.024,18.941,18.954,19.055,192.496.288,-850.542
DA_auto,23.291,19.515,19.916,20.201,20.421,19.255.885,4.794.982
DA,19.606,19.326,19.629,19.808,20.369,192.577.878,2.651.561
DAO,17.912,18.448,18.972,19.334,19.553,192.622.969,5.088.816
DA_auto,19.66,19.264,19.374,19.459,19.698,192.630.564,56.745.907
DA_auto,19.64,19.382,19.582,19.796,20.018,192.633.818,5.092.646
DA_auto,18.979,18.593,18.378,18.394,18.448,192.667.148,5.833.343
DA_auto,19.969,19.995,20.459,20.754,21.134,192.670.081,59.061.558
DA_auto,19.401,18.995,19.18,19.43,19.603,192.705.339,13.688.494
DA,19.667,19.295,19.47,19.619,19.918,192.706.738,3.042.564
DA_auto,19.956,19.489,19.758,20.006,20.217,192.706.752,4.346.408
DA_auto,19.977,19.681,19.832,20.047,20.261,192.707.592,51.758.932
DA,19.849,19.632,19.987,20.18,20.534,192.713.828,-3.078.695
DC,18.017,17.873,17.993,18.139,18.373,19.274.455,-219.986
DA_auto,17.605,17.296,17.577,17.825,18.12,192.760.544,45.203.596
DA+M,20.624,20.231,20.4,19.868,19.272,192.788.502,722.494
DC:,19.2,18.972,19.018,19.183,19.246,192.820.044,4.724.103
DA,20.291,20.07,20.384,20.647,20.949,192.858.126,444.468
DA_auto,20.096,20.191,20.486,21.029,21.369,192.864.423,48.021.545
DA_auto,19.101,19.225,19.637,19.999,20.147,192.865.001,536.763
DA_auto,18.889,18.613,18.886,19.117,19.511,192.878.869,43.508.144
DB,17.922,18.031,18.302,18.56,18.812,192.886.221,62.321.752
DB,18.617,18.681,19.024,19.224,19.484,192.908.588,49.014.892
DA,18.837,18.391,18.5,18.608,18.767,192.915.787,-1.048.358
DA,19.295,18.811,18.892,19.036,19.015,193.018.902,66.898.214
DB,18.597,18.496,18.758,18.955,19.133,193.023.582,66.484.098
DA+M,18.762,18.767,18.492,17.921,17.507,193.029.908,1.365.795
DA+M,20.011,19.6,18.786,18.196,17.844,193.031.193,44.807.744
DA,17.656,17.256,17.504,17.715,17.973,193.059.466,-84.934
DA_auto,14.339,14.403,14.8,15.188,15.51,193.071.469,15.745.328
DB,19.92,19.892,20.272,20.546,20.751,193.077.889,56.624.277
DA_auto,18.634,18.646,19.018,19.321,19.6,19.313.289,44.784.389
DA_auto,17.886,18.091,18.588,18.948,19.336,193.133.556,42.536.334
DA_auto,20.108,19.814,19.974,20.152,20.427,193.139.904,63.315.707
DA_auto,19.566,19.237,19.537,19.97,20.048,193.141.931,61.901.886
DA_auto,18.372,17.989,18.053,18.115,18.306,193.151.835,56.403.886
DA_auto,19.59,19.227,19.476,19.751,19.952,193.159.101,44.676.855
DA_auto,20.575,20.292,20.582,20.947,20.925,193.190.465,51.262.322
DB,19.218,19.327,19.648,19.933,20.116,193.192.988,3.896.601
DA_auto,19.324,18.906,19.035,19.209,19.569,193.202.301,3.7262
DA+M,19.361,19.199,18.948,18.346,17.866,193.208.491,-2.102.304
DC:,20.297,20.487,20.357,20.219,19.937,193.242.687,47.617.616
DA_auto,19.449,19.289,19.653,19.98,20.32,193.243.398,54.560.624
DB,19.205,19.315,19.583,19.867,20.143,193.274.223,6.149.872
DA,19.563,19.193,19.448,19.704,19.947,193.278.217,6.100.165
DA_auto,17.84,18.05,18.552,18.823,19.207,193.290.021,63.711.785
DA,20.439,20.36,20.709,21.123,21.207,193.300.465,928.535
DA,19.5,19.466,19.794,20.037,20.382,193.324.506,14.951.525
DA,20.243,19.731,19.942,20.046,20.339,193.328.796,73.221
DA,19.933,19.566,19.831,20.049,20.613,193.335.463,-1.798.455
DA_auto,19.115,18.649,18.611,18.712,18.761,193.338.159,56.670.571
DA,18.282,17.902,18.112,18.372,18.654,193.427.516,-3.478.566
DA_auto,18.935,18.554,18.636,18.736,18.833,193.463.299,47.825.669
DA+M,18.694,18.485,18.402,17.807,17.277,193.475.701,58.224.306
DA,19.404,18.959,19.179,19.361,19.513,193.480.334,241.509
DA,19.793,19.44,19.344,19.317,19.54,19.349.111,-91.194
DQ,19.246,19.08,19.08,19.19,19.357,19.349.838,1.657.098
DA_auto,19.444,19.084,19.279,19.477,19.629,193.531.033,50.583.117
DA_auto,20.028,19.61,19.706,19.787,19.929,193.556.724,51.023.832
DZ,18.91,18.411,18.261,18.271,18.422,193.557.437,-2.602.367
DH,19.356,18.978,19.204,19.326,19.59,193.566.702,56.201.294
DA_auto,19.679,19.319,19.484,19.716,19.783,193.588.747,59.528.549
DA,20.281,19.836,19.878,20.043,20.21,19.360.277,471.915
DA,19.772,19.34,19.617,19.842,20.175,193.614.512,1.031.103
DA_auto,19.629,19.349,19.651,19.954,19.949,193.622.481,52.205.721
DA_auto,19.339,18.9,19.164,19.434,19.709,193.699.519,49.487.718
DA_auto,20.606,20.122,20.331,20.6,20.726,193.768.148,45.130.517
DB,19.885,19.942,20.301,20.58,20.908,193.799.525,48.854.883
DA+M,20.526,20.034,19.868,19.227,18.62,193.832.262,2.906.615
DC:,20.44,20.119,20.079,20.239,20.233,19.387.964,63.592.706
DA,19.553,19.078,19.199,19.391,19.42,19.389.758,2.187.784
DA,19.862,19.53,19.756,19.993,20.118,193.974.257,265.512
DA_auto,17.72,17.42,17.667,17.942,18.18,193.985.897,63.685.775
DA_auto,20.405,20.456,20.785,20.949,22.041,193.995.297,62.890.408
