Sp_Class,u_mag,g_mag,r_mag,i_mag,z_mag,RA,Dec
DA_auto,18.949,18.41,18.69,18.854,19.185,194.018.312,60.878.646
DB:,19.756,19.831,20.109,20.387,20.491,194.040.056,55.369.341
DA_auto,19.699,19.257,19.459,19.606,19.876,194.064.621,60.685.964
DA,19.003,18.594,18.801,19.014,19.212,194.079.613,1.868.244
DA_auto,20.842,20.441,20.504,20.798,21.133,194.094.435,56.062.452
DA_auto,18.263,18.222,18.633,18.922,19.213,194.117.038,5.048.993
DA_auto,18.018,17.551,17.575,17.666,17.813,194.122.354,6.103.359
DA_auto,18.94,18.65,18.912,19.153,19.447,19.416.803,51.416.703
DA,19.717,19.592,19.93,20.191,20.088,19.416.827,64.785.555
DA,19.878,19.486,19.741,20.078,20.414,19.417.027,64.542.504
DA_auto,19.317,18.812,18.981,19.151,19.364,194.204.867,51.300.793
DA_auto,20.238,19.88,19.965,20.033,20.131,194.206.286,57.215.111
DA_auto,19.831,19.695,20.011,20.275,20.288,194.210.154,45.489.511
DA,19.677,19.242,19.437,19.68,19.893,194.220.151,-19.625
DA_auto,18.413,17.977,18.259,18.468,18.706,194.234.071,45.018.227
DA,19.099,18.65,18.75,18.946,19.071,194.293.759,1.406.384
DA+M,19.191,19.098,19.342,19.479,19.259,194.312.532,1.723.489
DA+M,18.928,18.826,18.978,18.564,18.053,194.316.952,42.615.237
DA,18.491,18.081,18.181,18.33,18.536,194.336.557,-1.052.511
DA_auto,19.447,18.97,18.861,18.868,18.877,194.340.612,51.456.303
DA_auto,19.73,19.291,19.479,19.698,19.625,194.376.165,59.050.394
DA,18.617,18.814,19.275,19.547,19.797,194.376.314,-197.486
DA,17.349,16.837,16.758,16.728,16.768,194.390.165,54.480.701
DA+M,19.069,18.738,18.904,18.832,18.458,194.403.797,47.922.714
DA_auto,20.219,19.916,20.217,20.395,20.457,19.442.664,61.370.967
DA_auto,19.996,19.615,19.861,20.108,20.009,194.449.917,5.064.057
DBAZ,16.997,17.13,17.456,17.643,17.944,194.469.886,42.881.981
DA+M,18.764,18.566,17.949,17.365,17.023,194.491.148,54.978.053
DA,19.429,19.237,19.66,19.903,20.007,194.493.629,-1.370.344
DB,19.05,19.156,19.612,19.873,20.03,19.449.598,-2.220.379
DA_auto,17.027,16.624,16.59,16.617,16.733,194.518.647,50.246.043
DA_auto,19.527,19.176,19.337,19.55,19.797,194.548.832,49.118.246
DA,18.47,18.149,18.448,18.662,19.045,194.570.804,119.505
DA_auto,17.545,17.095,17.307,17.545,17.735,19.459.833,58.154.641
DA_auto,20.456,20.288,20.565,20.869,21.081,194.679.354,58.560.632
DA,19.467,18.972,19.008,19.048,19.25,194.738.593,3.658.996
DA_auto,19.558,19.42,19.719,19.957,20.139,194.751.463,62.109.578
DB,19.834,19.984,20.171,20.446,20.181,194.773.333,2.321.683
DA,17.757,17.788,18.203,18.527,18.763,194.781.788,63.974.245
DA,19.681,19.615,20.016,20.267,20.391,194.853.877,1.603.246
DA,20.206,19.817,19.891,19.987,20.702,194.869.131,63.440.399
DA_auto,18.997,18.641,18.946,19.249,19.462,194.898.448,57.224.394
DA_auto,16.43,16.846,17.25,17.591,17.916,194.908.669,60.650.004
DA,18.377,18.315,18.686,18.98,19.23,194.959.043,63.622.378
DA_auto,20.121,20,20.411,20.628,21.015,194.966.487,4.938.489
DA,19.59,19.906,20.4,20.816,20.314,194.967.384,-1.758.101
DA_auto,20.168,19.901,20.236,20.524,20.789,194.974.065,61.406.614
DA_auto,20.528,20.059,20.254,20.467,20.743,195.014.556,4.077.046
DC,19.582,19.077,18.933,18.856,18.909,195.041.371,-2.433.139
DC,19.973,19.937,20.086,20.191,20.297,195.059.765,1.594.243
DA_auto,19.65,19.025,18.891,18.918,18.979,195.074.052,55.379.876
DC,20.084,19.935,19.927,20.099,20.283,195.096.824,1.647.523
DA_auto,19.599,19.64,20.043,20.344,20.377,195.101.065,58.909.364
DA,20.29,19.886,20.082,20.279,20.404,195.145.098,63.858.108
DA_auto,19.182,18.869,19.136,19.348,19.673,195.221.659,60.607.914
DB,18.813,18.889,19.215,19.499,19.557,195.276.082,2.582.021
DA,16.686,16.3,16.463,16.594,16.783,195.293.785,1.127.732
DA+M,19.207,19.132,19.12,18.398,17.848,195.384.178,5.093.188
DA_auto,20.585,20.353,20.671,21.043,21.978,195.396.462,41.272.524
DA_auto,19.483,19.427,19.828,20.101,20.442,19.548.451,44.638.985
DA_auto,19.555,19.112,19.313,19.474,19.663,195.501.812,6.051.875
DA_auto,19.767,19.429,19.759,19.971,20.148,195.504.031,62.433.928
DA,17.599,17.185,17.278,17.411,17.618,195.508.573,-1.859.692
DA_auto,19.514,19.057,19.019,19.076,19.172,195.529.721,61.985.881
DA,19.532,19.091,19.363,19.539,19.673,19.554.902,790.749
DA,19.521,19.362,19.595,19.839,20.018,195.562.442,41.957.238
DB,18.888,18.916,19.263,19.509,19.843,195.583.071,2.056.316
DA_auto,19.244,18.871,19.149,19.398,19.602,195.584.733,61.359.096
DA,19.176,18.7,18.543,18.512,18.488,195.687.335,741.842
DA,17.048,16.556,16.694,16.87,17.029,195.699.904,-834.105
DO:,18.351,18.722,19.199,19.556,19.785,195.704.167,-1.552.644
DA+M,18.778,18.594,18.838,18.576,18.103,195.713.002,44.488.452
DA_auto,20.188,19.877,20.186,20.493,20.731,195.716.606,62.588.898
DA_auto,19.416,19.169,19.475,19.729,19.884,195.735.466,56.923.017
DA,20.13,19.58,19.736,19.96,20.083,195.757.937,1.835.248
DA,20.312,19.955,20.209,20.524,20.81,195.894.541,6.478.936
DA_auto,20.001,19.819,20.228,20.446,20.651,19.590.141,50.744.911
DA:,20.691,20.427,20.826,20.966,21.838,195.954.305,1.622.835
DA:,19.513,19.061,19.017,19.051,19.113,196.031.843,2.465.576
DA,18.378,18.042,18.116,18.214,18.378,196.032.285,725.531
DA,19.502,18.996,19.057,19.084,19.222,196.065.958,68.026.148
DA,19.819,19.297,19.135,19.172,19.109,196.094.369,1.370.578
DA_auto,19.783,19.32,19.468,19.73,19.798,196.135.383,50.022.609
DA_auto,18.765,18.347,18.635,18.856,19.212,196.204.448,6.091.397
DA,18.622,18.575,18.834,19.109,19.462,196.268.755,65.615.981
DA,19.407,19.003,18.847,18.859,18.866,19.627.556,2.279.088
DA_auto,18.906,18.488,18.708,18.87,19.127,196.289.565,57.517.405
DC:,18.214,17.987,17.992,18.085,18.25,196.312.768,60.567.742
DB,17.389,17.46,17.847,18.141,18.463,196.318.809,40.944.688
DA,20.476,20.428,20.778,21.014,22.576,196.330.539,2.294.821
DC,19.005,18.641,18.647,18.684,18.738,196.358.992,214.131
DA_auto,20.721,20.433,20.524,20.742,21.081,196.408.996,49.504.039
DA_auto,18.183,18.329,18.714,19.054,19.367,196.431.859,41.332.825
DA_auto,17.541,17.358,17.687,17.901,18.147,196.511.522,56.259.749
DB:,19.893,20.111,20.51,20.939,21.239,196.640.131,64.876.078
DA_auto,19.443,18.921,19.142,19.253,19.529,196.656.628,50.383.591
DC,19.709,19.29,19.189,19.221,19.332,196.664.329,122.788
DA_auto,19.045,18.473,18.26,18.113,18.162,196.666.229,43.933.858
DA_auto,20.472,20.29,20.575,20.928,20.413,196.672.344,62.369.475
DA_auto,17.955,18.399,18.943,19.348,19.679,196.691.079,48.941.362
DA,19.15,18.881,19.184,19.427,19.551,196.731.065,-2.933.986
DA_auto,20.525,20.151,20.191,20.372,20.728,196.741.936,49.705.624
DA:,19.263,19.254,19.446,19.644,19.785,196.772.559,49.104.549
DA_auto,18.016,17.792,18.1,18.373,18.664,196.911.705,15.321.189
DA:,18.033,18.452,18.954,19.311,19.661,196.918.673,2.256.664
DB,18.71,18.827,19.15,19.524,19.728,196.926.817,6.249.912
DZ,18.817,18.559,18.555,18.649,18.735,196.943.087,3.128.341
DA_auto,19.77,19.827,20.23,20.622,21.109,196.949.784,15.203.137
DA_auto,20.106,19.646,19.764,19.954,20.031,196.956.169,61.926.035
DA_auto,19.313,18.941,18.96,19.049,19.088,196.961.041,48.926.764
DA_auto,18.637,18.206,18.457,18.666,18.972,196.976.448,48.554.922
DA_auto,19.67,19.211,19.153,19.129,19.206,196.989.408,57.455.825
DA_auto,19.67,19.211,19.153,19.129,19.206,196.989.408,57.455.825
DB,19.811,19.796,20,20.2,20.375,197.024.281,2.735.932
DA,19.449,19.123,19.318,19.527,19.683,197.031.164,-1.021.422
DA+M,19.213,18.623,18.626,18.175,17.654,197.058.468,12.284.742
DA_auto,17.97,18.198,18.658,18.972,19.435,197.059.555,6.039.314
DA,16.389,16.825,17.293,17.672,18.035,197.063.394,-1.984.559
DA,16.389,16.825,17.293,17.672,18.035,197.063.394,-1.984.559
DB,18.653,18.722,19.025,19.236,19.631,197.127.202,47.004.974
DA,20.52,20.113,20.351,20.485,21.644,197.148.742,63.766.965
DA,17.669,17.208,17.13,17.146,17.221,197.176.848,1.579.389
DA_auto,17.343,17.631,18.104,18.445,18.765,197.194.813,49.500.217
DA_auto,20.46,20.08,20.316,20.535,20.72,197.202.793,50.126.627
DA_auto,18.568,18.739,19.121,19.478,19.779,197.212.486,51.719.812
DA_auto,17.907,18.018,18.446,18.735,19.07,197.232.302,55.924.443
DA_auto,18.027,17.969,18.186,18.473,18.699,197.246.613,51.777.928
DA_auto,18.115,17.662,17.845,18.033,18.286,197.251.425,4.956.379
DA,18.075,17.963,18.302,18.552,18.836,197.253.101,-909.529
DZ,17.596,17.393,17.382,17.496,17.634,197.271.932,49.233.256
DA,18.374,17.956,18.082,18.201,18.473,197.279.799,107.343
DB,18.059,18.201,18.483,18.702,19.015,19.729.652,-1.662.992
DA_auto,18.332,18.496,18.956,19.266,19.537,197.316.909,41.307.472
DA_auto,19.622,19.684,20.095,20.454,20.718,197.328.417,57.436.798
DA_auto,18.979,18.875,19.198,19.435,19.641,197.339.415,50.333.445
DA_auto,18.814,18.366,18.379,18.468,18.582,197.340.271,43.484.837
DA_auto,19.423,19.025,18.945,18.954,19.142,19.739.999,55.960.822
DQ,18.954,18.93,18.836,18.819,18.963,197.440.088,44.761.382
DA_auto,19.062,18.678,18.571,18.648,18.716,197.475.986,55.060.868
DA_auto,18.392,17.997,17.894,17.943,18.011,197.482.269,55.060.673
DA,18.12,17.683,17.74,17.918,18.178,197.532.813,-1.998.853
DA,19.828,19.475,19.667,19.851,20.135,197.545.545,-3.096.443
DA,19.828,19.475,19.667,19.851,20.135,197.545.545,-3.096.443
DB,17.873,17.824,18.011,18.222,18.473,197.551.204,44.791.218
DA,17.999,18.303,18.84,19.184,19.719,197.638.562,6.467.578
DA+M,18.603,18.908,19.307,19.217,18.878,197.639.668,53.509.025
DA_auto,18.916,18.417,18.407,18.432,18.514,197.691.044,51.153.672
DA_auto,18.122,17.799,17.73,17.801,17.9,197.712.909,12.236.851
DA_auto,19.418,19.139,19.375,19.651,19.997,197.716.872,55.445.127
DA_auto,18.92,18.441,18.629,18.838,19.042,197.734.523,14.674.303
DC,19.426,19.109,18.953,18.978,19.09,197.737.187,-414.442
DA_auto,18.267,17.785,18.006,18.175,18.41,197.761.427,44.859.585
DA,19.838,19.599,19.964,20.259,20.537,197.766.736,469.374
DB,18.34,18.325,18.553,18.729,18.966,197.887.512,48.970.055
DB,17.541,17.651,18.032,18.267,18.515,197.952.056,5.646.567
DA_auto,19.793,19.492,19.753,19.992,20.178,198.024.634,48.064.186
DA,19.557,19.528,19.927,20.252,20.661,198.049.101,64.051.345
DA_auto,20.658,20.408,20.682,21.076,22.232,19.811.208,6.323.734
DA_auto,19.318,19.406,19.871,20.093,20.461,198.200.041,61.171.105
DA+M,17.865,17.749,18.009,17.906,17.504,198.206.073,59.455.057
DA,19.696,19.259,19.441,19.687,19.76,198.229.795,1.606.216
DA_auto,18.714,18.645,18.971,19.278,19.626,198.234.931,56.348.486
DB,20.127,20.092,20.448,20.647,20.669,198.264.325,62.242.329
DA_auto,19.228,18.838,18.779,18.735,18.802,198.339.123,43.500.231
DA+M,19.122,18.674,18.527,17.732,17.054,198.394.753,263.078
DA_auto,19.17,19.47,19.925,20.304,20.307,198.402.048,2.876.966
DA,20.65,20.312,20.377,20.552,20.412,198.403.283,63.165.174
DZ,17.051,16.828,16.888,17.017,17.158,198.403.997,57.633.478
DA,19.913,19.691,20.092,20.319,20.886,19.841.256,63.464.336
DA_auto,20.125,19.742,19.971,20.2,20.259,198.447.858,1.884.258
DBA,16.028,16.162,16.511,17.289,17.078,198.463.652,12.669.222
DA_auto,19.82,19.371,19.632,19.855,20.012,198.486.441,14.812.556
DA_auto,18.267,17.76,17.72,17.773,17.873,198.492.004,46.277.545
DB,17.614,17.585,17.893,18.062,18.357,198.508.429,63.931.079
DA_auto,19.163,18.587,18.433,18.373,18.428,198.539.421,13.352.954
DA_auto,19.606,19.179,19.165,19.191,19.337,198.630.404,1.339.843
DA,18.717,19.046,19.514,19.911,20.15,19.868.771,-3.237.678
DA,18.717,19.046,19.514,19.911,20.15,19.868.771,-3.237.678
DB,18.589,18.695,19.091,19.327,19.611,198.692.339,48.523.611
DA_auto,18.232,18.08,18.396,18.706,18.825,198.697.507,2.432.844
DA_auto,18.873,18.488,18.39,18.424,18.542,198.702.346,41.812.995
DA_auto,19.431,19.029,19.035,19.099,19.174,19.872.884,43.460.165
WD:+M,20.941,20.278,19.308,18.757,18.49,198.761.421,44.142.028
DA,18.521,18.025,18.226,18.446,18.617,198.827.496,-2.474.119
DA,18.521,18.025,18.226,18.446,18.617,198.827.496,-2.474.119
DA_auto,18.994,18.402,18.216,18.184,18.179,19.883.118,6.077.758
DA:,19.57,19.184,19.04,19.045,19.094,198.836.006,65.474.519
DC:,20.672,20.417,20.421,20.373,20.766,198.878.757,4.817.578
DA_auto,20.698,20.323,20.28,20.324,20.421,198.941.778,62.600.915
DA,18.708,18.24,18.439,18.596,18.93,198.988.239,-1.523.789
DA,18.708,18.24,18.439,18.596,18.93,198.988.239,-1.523.789
DA_auto,19.849,19.65,19.938,20.237,20.453,199.060.873,56.723.418
DA_auto,20.377,20.146,20.385,20.562,21.183,199.067.006,4.954.423
DA_auto,18.124,18.4,18.751,19.149,19.262,199.080.188,5.877.418
DA_auto,19.793,19.579,19.851,20.09,20.123,199.169.457,13.830.106
DA_auto,19.717,19.167,19.065,19.066,19.093,1.991.739,12.428.846
DA,19.97,19.703,19.794,20.022,20.309,199.178.956,-1.472.757
DA_auto,19.752,19.33,19.59,19.801,20.041,199.183.547,48.086.999
DA,19.382,18.932,18.72,18.741,18.806,199.187.025,-3.277.267
DA_auto,18.69,18.27,18.328,18.451,18.583,199.229.305,3.769.712
DA_auto,20.043,19.513,19.488,19.543,19.675,199.241.105,62.689.339
DA_auto,19.594,19.14,18.951,18.876,18.988,199.272.209,41.927.644
DB,18.238,18.311,18.622,18.886,19.172,199.320.884,-2.329.331
DB,18.238,18.311,18.622,18.886,19.172,199.320.884,-2.329.331
DO,15.286,15.775,16.315,16.699,17.069,199.353.125,43.713
DB,19.973,20.047,20.338,20.55,20.648,199.379.115,1.720.767
DA_auto,18.218,17.841,17.851,17.941,18.063,199.411.254,4.100.131
DC,17.938,17.544,17.424,17.417,17.508,199.459.189,60.092.497
DA+M:,15.517,15.797,16.092,16.127,16.132,199.465.458,67.533.133
DB,19.604,19.587,19.96,20.243,20.047,19.947.551,2.628.284
DA_auto,20.017,20.205,20.517,21.017,21.043,199.530.764,48.392.105
DA_auto,19.614,19.325,19.659,19.907,20.06,199.597.105,61.110.253
DA,19.731,19.436,19.742,20.007,20.273,199.632.629,-2.296.545
DA_auto,20.094,19.689,19.841,19.932,20.211,199.694.064,49.409.708
DA_auto,20.164,19.77,19.985,20.2,20.465,199.705.194,502.224
DAB,18.66,18.509,18.666,18.831,19.144,199.780.531,-2.568.464
DA_auto,19.463,18.987,19.2,19.497,19.657,199.832.926,13.834.566
DA_auto,19.864,19.553,19.814,20.09,20.231,19.983.445,54.840.304
DA_auto,17.977,17.514,17.513,17.573,17.729,1.998.446,47.391.402
DAO,17.629,18.083,18.647,19.104,19.608,199.858.035,53.287.502
DBA,18.671,18.725,18.985,19.26,19.46,199.868.208,41.307.158
DA_auto,19.413,19.444,19.796,20.1,20.372,199.899.286,56.593.999
DA_auto,20.23,20.102,20.49,20.804,20.766,199.907.904,62.799.761
DA_auto,17.414,17.387,17.78,18.087,18.42,199.920.175,180.253
DA,15.954,16.03,16.498,16.895,17.139,199.962.463,64.552.524
DB,18.924,18.981,19.318,19.597,19.815,199.972.433,43.033.888
DA+M,18.131,17.534,16.984,15.631,14.833,199.975.935,1.571.706
DA+M,19.094,18.303,17.552,16.883,16.491,20.000.518,1.146.815
DA_auto,19.84,19.485,19.824,20.074,20.188,200.010.325,13.317.104
DB,18.391,18.488,18.78,19.045,19.168,200.017.839,66.759.936
DA_auto,17.996,17.609,17.505,17.53,17.579,20.004.744,47.206.137
DA,18.513,18.951,19.449,19.922,20.318,20.007.635,63.404.739
DA+M,18.805,18.721,18.38,17.786,17.386,200.167.853,66.204.132
DA,18.703,18.42,18.674,18.978,19.288,200.168.894,64.725.845
DA_auto,19.113,18.557,18.551,18.723,18.992,200.172.808,13.722.444
DA,17.14,17.13,17.475,17.695,18.011,200.186.186,315.285
DA,17.14,17.13,17.475,17.695,18.011,200.186.186,315.285
DA,19.578,19.171,19.236,19.229,19.38,200.191.592,63.165.558
DA_auto,19.501,19.049,19.054,19.108,19.183,200.219.927,62.192.145
DA_auto,19.696,19.198,19.415,19.645,19.928,20.029.648,46.109.296
DA_auto,18.068,17.818,18.104,18.355,18.741,200.319.608,14.656.868
DA+M,19.717,19.484,19.519,19.022,18.443,200.323.596,4.005.528
DA_auto,17.667,17.744,17.965,18.268,18.541,200.325.453,55.278.878
DA_auto,18.803,18.865,19.264,19.587,19.851,200.412.011,56.118.351
DA_auto,19.314,18.925,18.932,19.022,19.26,200.462.079,12.810.325
WD+M,18.03,18.197,18.244,18.468,19.162,200.477.492,1.681.891
DA,19.181,18.772,18.797,18.882,19.045,200.485.773,65.665.369
DA,20.152,19.796,20.168,20.385,20.443,2.004.991,-1.756.201
DA_auto,19.964,19.94,20.28,20.586,20.869,200.536.215,62.333.283
DA_auto,19.923,19.678,20.035,20.259,20.434,200.574.294,4.654.218
DA,16.054,16.268,16.658,16.995,17.306,200.633.841,6.426.273
DA_auto,20.549,20.179,20.198,20.26,20.311,200.666.989,49.302.972
DA_auto,19.933,19.619,19.897,20.125,20.357,200.742.109,4.948.733
DC:+M,18.376,17.989,17.399,16.328,15.647,200.802.696,-2.915.557
DA:,20.616,20.342,20.338,20.381,20.098,200.805.736,64.963.803
DA,19.678,19.613,19.98,20.336,20.644,20.087.478,5.922.251
DA,19.12,18.667,18.798,18.956,19.187,200.904.993,63.311.096
DA,18.949,18.508,18.43,18.431,18.535,200.918.097,560.769
DA,18.949,18.508,18.43,18.431,18.535,200.918.097,560.769
DA+M,18.778,18.439,18.5,18.04,17.484,200.924.548,54.276.841
DA_auto,20.157,20.211,20.69,20.815,21.66,200.935.838,47.672.593
DA_auto,20.36,20.099,20.131,20.187,20.235,200.942.903,49.726.296
DA,18.81,18.492,18.672,18.845,18.978,200.959.462,1.051.156
DA,18.81,18.492,18.672,18.845,18.978,200.959.462,1.051.156
DA,17.924,18.092,18.494,18.809,19.136,20.100.749,795.622
DA,17.924,18.092,18.494,18.809,19.136,20.100.749,795.622
DA_auto,19.901,19.362,19.438,19.571,19.546,201.059.128,62.188.417
DA,18.995,18.944,19.366,19.676,19.884,201.106.487,66.578.273
DA_auto,18.994,18.594,18.745,18.953,19.15,201.125.382,62.360.376
DA_auto,16.658,16.151,16.283,16.391,16.584,201.146.394,62.443.801
DA_auto,16.658,16.151,16.283,16.391,16.584,201.146.394,62.443.801
DA,18.503,18.206,18.402,18.61,18.875,20.116.547,-332.318
DA_auto,20.607,20.193,20.464,20.671,21.189,201.207.633,3.671.769
DA+M,19.33,19.297,19.401,18.932,18.46,201.216.806,12.807.076
DZBA,18.905,18.923,19.117,19.301,19.505,201.278.994,65.358.935
DA,20.125,19.982,20.421,20.647,21.035,201.292.419,65.257.359
DB,19.662,19.766,20.109,20.34,20.323,20.132.485,46.535.572
DA_auto,20.609,20.294,20.288,20.314,20.3,201.337.196,49.679.696
DA_auto,19.373,18.902,19.003,19.05,19.215,201.455.518,3.437.315
DA_auto,19.619,19.287,19.344,19.463,19.655,201.496.295,55.054.257
DA_auto,19.066,19.166,19.523,19.839,19.988,201.566.225,-2.692.161
DA_auto,18.777,19.131,19.717,20.022,20.619,20.158.014,4.283.863
DA,18.038,18.59,19.12,19.512,19.914,201.623.281,57.192.105
DA_auto,18.684,18.039,17.804,17.737,17.752,201.645.973,5.067.836
DA_auto,16.915,17.103,17.631,17.962,18.269,201.673.349,59.361.244
DA_auto,19.153,18.746,18.936,19.122,19.358,201.679.071,46.983.319
DA:+M,20.613,20.019,19.241,18.702,18.226,201.719.262,148.703
DA:+M,20.613,20.019,19.241,18.702,18.226,201.719.262,148.703
DA_auto,19.622,19.18,19.225,19.293,19.38,201.732.083,3.517.787
DA_auto,19.585,19.354,19.651,19.946,20.057,201.755.006,5.068.303
DA,19.015,19.113,19.505,19.817,19.981,201.776.103,65.468.707
DA_auto,19.95,19.566,19.676,19.859,19.955,201.793.511,-3.039.596
DA_auto,20.309,20.181,20.45,20.755,21.666,201.811.942,4.402.157
DA_auto,19.623,19.679,19.998,20.451,20.294,201.827.009,47.192.463
DA_auto,18.903,18.49,18.532,18.708,18.818,201.896.973,44.801.528
DA_auto,19.913,19.399,19.588,19.776,20.162,201.920.583,4.856.701
DA,20.268,20.316,20.709,21.058,20.915,201.921.079,64.991.972
DA,17.413,16.823,16.568,16.551,16.543,201.925.316,57.918.451
DA_auto,19.504,19.442,19.878,20.119,20.458,201.992.201,55.571.699
DA_auto,20.293,19.872,20.079,20.344,20.254,202.013.356,62.030.367
DA_auto,17.442,17.044,17.24,17.473,17.715,20.204.771,46.514.114
DA_auto,18.384,18.62,19.006,19.322,19.573,202.047.957,57.759.731
DA+M,17.752,17.69,17.882,17.645,17.248,202.128.874,12.994.836
DB:,18.515,18.469,18.629,18.775,18.949,202.139.285,4.943.729
DA_auto,20.624,20.244,20.296,20.342,20.612,202.177.295,56.651.382
DA,19.333,18.849,19.123,19.326,19.605,202.199.544,64.818.105
DA:,20.23,19.85,19.79,19.806,19.919,202.240.629,65.332.272
DQhot,17.631,17.853,18.246,18.55,18.886,202.242.463,59.147.515
DA_auto,19.723,19.383,19.604,19.816,19.933,202.281.858,-3.289.667
DA+M,19.504,19.037,18.915,18.38,17.68,202.312.078,11.789.738
DA,20.012,19.652,19.781,19.941,19.909,202.318.556,64.326.409
DA_auto,18.39,17.973,17.979,18.027,18.174,202.328.044,-2.638.656
DA_auto,19.576,19.284,19.542,19.758,19.824,202.336.145,-3.290.009
DA_auto,19.769,19.729,20.075,20.392,20.635,202.354.296,53.665.169
DA_auto,17.771,17.272,17.493,17.713,17.772,202.355.064,12.507.073
DA_auto,18.701,18.931,19.43,19.796,20.014,202.362.344,56.407.106
DA,18.98,18.619,18.63,18.695,18.927,202.367.607,-916.835
DA,18.98,18.619,18.63,18.695,18.927,202.367.607,-916.835
DA_auto,17.705,17.198,17.055,16.997,17.05,202.404.793,-1.575.149
DB:,19.663,19.807,20.133,20.399,20.886,202.434.932,476.757
DA,19.581,19.242,19.307,19.428,19.743,202.443.924,708.303
DA_auto,19.289,19.584,20.033,20.391,20.575,20.249.883,46.474.439
DA_auto,19.313,19.224,19.553,19.826,20.213,202.509.122,46.583.046
DA,20.406,20.285,20.499,20.812,20.962,202.528.623,979.215
DA_auto,19.364,18.916,18.742,18.712,18.706,20.253.155,10.808.496
DA,18.316,18.03,18.321,18.551,18.822,202.563.114,58.295
DB,19.383,19.411,19.672,19.84,20.036,202.633.788,55.276.376
DA_auto,19.385,19.312,19.653,19.9,20.191,202.641.995,45.054.627
DA_auto,19.388,18.972,18.884,18.901,19.011,202.654.423,40.964.159
DB,18.332,18.397,18.752,19.05,19.386,202.701.126,56.134.936
DA_auto,19.38,18.974,19.026,19.128,19.233,20.270.929,61.865.134
DA_auto,19.533,19.194,19.522,19.734,19.867,202.721.656,-1.243.379
DA_auto,20.034,19.828,20.132,20.387,20.183,202.726.963,5.868.895
DA+M,19.387,18.861,18.914,18.626,18.078,202.741.289,45.873.472
DA+M,19.481,18.885,18.801,18.338,17.695,202.742.481,1.451.829
DA,19.271,19.002,19.281,19.521,19.843,202.752.566,675.991
DA,19.506,18.997,18.941,18.928,19.101,202.809.167,62.647.601
DA_auto,19.739,19.527,19.84,20.135,20.385,20.281.812,57.134.567
DC,18.989,18.89,18.941,19.058,19.21,202.862.609,6.707.214
DB,18.851,18.977,19.311,19.617,19.889,202.866.092,42.012.353
DA+M,18.665,18.192,18.39,18.447,18.179,202.876.082,66.384.688
